Version,Vector,BaseScore,ImpactSubscore,ExploitabilitySubscore,TemporalScore,EnvironmentalScore,Severity
2,AV:L/AC:L/Au:N/C:P/I:C/A:P/E:U/RL:OF/RC:C,6.1,8.55,3.95,4.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C,5.6,7.84,3.95,,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:F/RL:OF/RC:C,5.6,7.84,3.95,4.6,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:H/RL:ND/RC:ND,5.6,7.84,3.95,5.6,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:H/RL:OF/RC:C,5.6,7.84,3.95,4.9,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:ND/RL:ND/RC:ND,5.6,7.84,3.95,,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:POC/RL:OF/RC:C,5.6,7.84,3.95,4.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:POC/RL:U/RC:UR,5.6,7.84,3.95,4.8,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:U/RL:OF/RC:C,5.6,7.84,3.95,4.1,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:C/E:U/RL:U/RC:UR,5.6,7.84,3.95,4.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:N/A:N,2.1,2.86,3.95,,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:ND/RC:ND,2.1,2.86,3.95,2,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:OF/RC:C,2.1,2.86,3.95,1.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:U/RC:C,2.1,2.86,3.95,2,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:U/RC:UR,2.1,2.86,3.95,1.9,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:ND/RC:ND,2.1,2.86,3.95,2.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:OF/RC:C,2.1,2.86,3.95,1.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:OF/RC:UR,2.1,2.86,3.95,1.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:U/RC:C,2.1,2.86,3.95,2.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:U/RC:UR,2.1,2.86,3.95,2,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:ND/RL:ND/RC:ND,2.1,2.86,3.95,,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:ND/RL:OF/RC:C,2.1,2.86,3.95,1.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:ND/RC:ND,2.1,2.86,3.95,1.9,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:OF/RC:C,2.1,2.86,3.95,1.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:OF/RC:UR,2.1,2.86,3.95,1.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:U/RC:UR,2.1,2.86,3.95,1.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:W/RC:C,2.1,2.86,3.95,1.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:W/RC:UR,2.1,2.86,3.95,1.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:C,2.1,2.86,3.95,1.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:UR,2.1,2.86,3.95,1.5,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:TF/RC:C,2.1,2.86,3.95,1.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:U/RC:C,2.1,2.86,3.95,1.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:U/RC:UR,2.1,2.86,3.95,1.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:W/RC:C,2.1,2.86,3.95,1.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:W/RC:UR,2.1,2.86,3.95,1.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P,3.6,4.94,3.95,,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:H/RL:ND/RC:ND,3.6,4.94,3.95,3.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:H/RL:OF/RC:C,3.6,4.94,3.95,3.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:POC/RL:OF/RC:C,3.6,4.94,3.95,2.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:U/RL:OF/RC:C,3.6,4.94,3.95,2.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:U/RL:U/RC:C,3.6,4.94,3.95,3.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:U/RL:U/RC:UC,3.6,4.94,3.95,2.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:N/A:P/E:U/RL:U/RC:UR,3.6,4.94,3.95,2.9,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:C,6.1,8.55,3.95,,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:F/RL:OF/RC:C,6.1,8.55,3.95,5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:F/RL:U/RC:UR,6.1,8.55,3.95,5.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:H/RL:ND/RC:ND,6.1,8.55,3.95,6.1,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:ND/RL:OF/RC:C,6.1,8.55,3.95,5.3,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:ND/RL:U/RC:UR,6.1,8.55,3.95,5.8,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:POC/RL:OF/RC:C,6.1,8.55,3.95,4.8,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:POC/RL:U/RC:UR,6.1,8.55,3.95,5.2,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:U/RL:OF/RC:C,6.1,8.55,3.95,4.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:C/E:U/RL:U/RC:UR,6.1,8.55,3.95,4.9,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:N,3.6,4.94,3.95,,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:F/RL:OF/RC:C,3.6,4.94,3.95,3,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:ND/RC:ND,3.6,4.94,3.95,3.6,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:OF/RC:C,3.6,4.94,3.95,3.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:U/RC:UR,3.6,4.94,3.95,3.4,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:ND/RL:ND/RC:ND,3.6,4.94,3.95,,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:ND/RL:OF/RC:C,3.6,4.94,3.95,3.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:POC/RL:OF/RC:C,3.6,4.94,3.95,2.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:POC/RL:U/RC:C,3.6,4.94,3.95,3.2,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:POC/RL:U/RC:UR,3.6,4.94,3.95,3.1,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:OF/RC:C,3.6,4.94,3.95,2.7,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:OF/RC:UC,3.6,4.94,3.95,2.4,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:TF/RC:C,3.6,4.94,3.95,2.8,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:U/RC:UR,3.6,4.94,3.95,2.9,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:W/RC:C,3.6,4.94,3.95,2.9,,Low
2,AV:L/AC:L/Au:N/C:P/I:P/A:P,4.6,6.44,3.95,,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:ND/RC:C,4.6,6.44,3.95,4.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:OF/RC:C,4.6,6.44,3.95,3.8,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:TF/RC:C,4.6,6.44,3.95,3.9,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:TF/RC:UR,4.6,6.44,3.95,3.7,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:U/RC:C,4.6,6.44,3.95,4.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:U/RC:UR,4.6,6.44,3.95,4.2,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:ND/RC:ND,4.6,6.44,3.95,4.6,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:OF/RC:C,4.6,6.44,3.95,4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:OF/RC:UR,4.6,6.44,3.95,3.8,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:U/RC:C,4.6,6.44,3.95,4.6,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:U/RC:UR,4.6,6.44,3.95,4.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:ND/RC:ND,4.6,6.44,3.95,,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:OF/RC:C,4.6,6.44,3.95,4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:U/RC:UR,4.6,6.44,3.95,4.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:ND/RC:C,4.6,6.44,3.95,4.1,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:ND/RC:ND,4.6,6.44,3.95,4.1,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:OF/RC:C,4.6,6.44,3.95,3.6,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:OF/RC:UR,4.6,6.44,3.95,3.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:U/RC:C,4.6,6.44,3.95,4.1,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:U/RC:UR,4.6,6.44,3.95,3.9,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:C,4.6,6.44,3.95,3.4,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:UR,4.6,6.44,3.95,3.2,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:TF/RC:C,4.6,6.44,3.95,3.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:U/RC:C,4.6,6.44,3.95,3.9,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:U/RC:UC,4.6,6.44,3.95,3.5,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:U/RC:UR,4.6,6.44,3.95,3.7,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:W/RC:C,4.6,6.44,3.95,3.7,,Medium
2,AV:L/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:W/RC:UR,4.6,6.44,3.95,3.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C,6.8,10,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:ND/RC:C,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:ND/RC:ND,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:OF/RC:C,6.8,10,3.14,5.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:U/RC:C,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:U/RC:UR,6.8,10,3.14,6.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:ND/RC:ND,6.8,10,3.14,6.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:OF/RC:C,6.8,10,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:U/RC:C,6.8,10,3.14,6.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:U/RC:UR,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:ND/RC:C,6.8,10,3.14,6.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:ND/RC:ND,6.8,10,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:ND/RC:UR,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:OF/RC:C,6.8,10,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:U/RC:UR,6.8,10,3.14,6.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:ND/RC:C,6.8,10,3.14,6.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:ND/RC:ND,6.8,10,3.14,6.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:ND/RC:UR,6.8,10,3.14,5.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:OF/RC:C,6.8,10,3.14,5.3,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:TF/RC:C,6.8,10,3.14,5.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:U/RC:C,6.8,10,3.14,6.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:U/RC:UR,6.8,10,3.14,5.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:ND/RC:ND,6.8,10,3.14,5.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:OF/RC:C,6.8,10,3.14,5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:TF/RC:C,6.8,10,3.14,5.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:U/RC:C,6.8,10,3.14,5.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:U/RC:UC,6.8,10,3.14,5.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:U/RC:UR,6.8,10,3.14,5.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:W/RC:UR,6.8,10,3.14,5.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:F/RL:OF/RC:C,6.2,9.21,3.14,5.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:F/RL:U/RC:UR,6.2,9.21,3.14,5.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:H/RL:ND/RC:ND,6.2,9.21,3.14,6.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:ND/RL:ND/RC:ND,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:ND/RL:U/RC:UR,6.2,9.21,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:POC/RL:ND/RC:UR,6.2,9.21,3.14,5.3,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:POC/RL:OF/RC:C,6.2,9.21,3.14,4.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:U/RL:OF/RC:C,6.2,9.21,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:N/E:U/RL:U/RC:UR,6.2,9.21,3.14,5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P,6.4,9.54,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:F/RL:OF/RC:C,6.4,9.54,3.14,5.3,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:H/RL:ND/RC:ND,6.4,9.54,3.14,6.4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:ND/RL:ND/RC:ND,6.4,9.54,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:POC/RL:ND/RC:ND,6.4,9.54,3.14,5.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:POC/RL:OF/RC:C,6.4,9.54,3.14,5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:C/A:P/E:U/RL:OF/RC:C,6.4,9.54,3.14,4.7,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:F/RL:OF/RC:C,6.2,9.21,3.14,5.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:H/RL:ND/RC:ND,6.2,9.21,3.14,6.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:H/RL:U/RC:UR,6.2,9.21,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:ND/RL:ND/RC:ND,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:POC/RL:U/RC:UR,6.2,9.21,3.14,5.3,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:U/RL:OF/RC:C,6.2,9.21,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:C/E:U/RL:U/RC:UR,6.2,9.21,3.14,5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:F/RL:OF/RC:C,4.6,6.87,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:F/RL:TF/RC:C,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:F/RL:U/RC:UR,4.6,6.87,3.14,4.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:H/RL:ND/RC:ND,4.6,6.87,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:H/RL:OF/RC:C,4.6,6.87,3.14,4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:H/RL:U/RC:UR,4.6,6.87,3.14,4.4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:ND/RL:ND/RC:ND,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:ND/RL:OF/RC:C,4.6,6.87,3.14,4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:ND/RL:U/RC:UR,4.6,6.87,3.14,4.4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:POC/RL:ND/RC:C,4.6,6.87,3.14,4.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:POC/RL:OF/RC:C,4.6,6.87,3.14,3.6,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:POC/RL:U/RC:C,4.6,6.87,3.14,4.1,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:POC/RL:U/RC:UR,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:ND/RC:C,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:ND/RC:ND,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:OF/RC:C,4.6,6.87,3.14,3.4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:OF/RC:UR,4.6,6.87,3.14,3.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:U/RC:UR,4.6,6.87,3.14,3.7,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:P,5.2,7.84,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:P/E:H/RL:OF/RC:C,5.2,7.84,3.14,4.5,,Medium
2,AV:L/AC:L/Au:S/C:C/I:N/A:P/E:U/RL:OF/RC:C,5.2,7.84,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:C,6.4,9.54,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:C/E:ND/RL:ND/RC:ND,6.4,9.54,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:C/E:U/RL:OF/RC:C,6.4,9.54,3.14,4.7,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:N,5.2,7.84,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:N/E:H/RL:ND/RC:ND,5.2,7.84,3.14,5.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:N/E:U/RL:OF/RC:C,5.2,7.84,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:N/E:U/RL:U/RC:C,5.2,7.84,3.14,4.4,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:P,5.7,8.55,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:P/E:H/RL:ND/RC:ND,5.7,8.55,3.14,5.7,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:P/E:ND/RL:ND/RC:ND,5.7,8.55,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:P/E:U/RL:OF/RC:C,5.7,8.55,3.14,4.2,,Medium
2,AV:L/AC:L/Au:S/C:C/I:P/A:P/E:U/RL:U/RC:UR,5.7,8.55,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:F/RL:ND/RC:ND,6.2,9.21,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:F/RL:OF/RC:C,6.2,9.21,3.14,5.1,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:H/RL:ND/RC:ND,6.2,9.21,3.14,6.2,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:H/RL:U/RC:C,6.2,9.21,3.14,6.2,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:ND/RL:ND/RC:ND,6.2,9.21,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:ND/RL:OF/RC:C,6.2,9.21,3.14,5.4,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:ND/RL:U/RC:UR,6.2,9.21,3.14,5.9,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:POC/RL:ND/RC:UR,6.2,9.21,3.14,5.3,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:POC/RL:OF/RC:C,6.2,9.21,3.14,4.9,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:U/RL:OF/RC:C,6.2,9.21,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:C/E:U/RL:U/RC:UR,6.2,9.21,3.14,5,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:F/RL:OF/RC:C,4.6,6.87,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:H/RL:ND/RC:ND,4.6,6.87,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:ND/RL:ND/RC:ND,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:POC/RL:ND/RC:UR,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:POC/RL:OF/RC:C,4.6,6.87,3.14,3.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:POC/RL:U/RC:UR,4.6,6.87,3.14,3.9,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:U/RL:OF/RC:C,4.6,6.87,3.14,3.4,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:U/RL:TF/RC:C,4.6,6.87,3.14,3.5,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:N/E:U/RL:U/RC:UR,4.6,6.87,3.14,3.7,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:P/E:H/RL:ND/RC:ND,5.2,7.84,3.14,5.2,,Medium
2,AV:L/AC:L/Au:S/C:N/I:C/A:P/E:U/RL:OF/RC:C,5.2,7.84,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:F/RL:OF/RC:C,4.6,6.87,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:F/RL:U/RC:UR,4.6,6.87,3.14,4.2,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:H/RL:ND/RC:ND,4.6,6.87,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:H/RL:OF/RC:C,4.6,6.87,3.14,4,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:H/RL:U/RC:UR,4.6,6.87,3.14,4.4,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:ND/RC:ND,4.6,6.87,3.14,,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:OF/RC:C,4.6,6.87,3.14,4,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:OF/RC:UR,4.6,6.87,3.14,3.8,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:U/RC:C,4.6,6.87,3.14,4.6,,Medium
2,AV:L/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:U/RC:UR,4.6,6.87,3.14,4.4,,Medium
