Version,Vector,BaseScore,ImpactSubscore,ExploitabilitySubscore,TemporalScore,EnvironmentalScore,Severity
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,1.41,1.83,3.3,3.3,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:F/RL:O/RC:C,3.3,1.41,1.83,3.1,3.1,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:F/RL:U/RC:R,3.3,1.41,1.83,3.1,3.1,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:P/RL:O/RC:C,3.3,1.41,1.83,3,3,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,3.3,1.41,1.83,2.9,2.9,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:U/RL:U/RC:R,3.3,1.41,1.83,2.9,2.9,Low
3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L/E:U/RL:U/RC:U,3.3,1.41,1.83,2.8,2.8,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,8,6.05,1.31,8,8.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H/E:P/RL:O/RC:C,8,6.05,1.31,7.2,7.3,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,8,6.05,1.31,7,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H/E:U/RL:U/RC:R,8,6.05,1.31,7,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:L,7.9,5.97,1.31,7.9,7.9,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:N,7.7,5.76,1.31,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:L/A:H,7.9,5.97,1.31,7.9,7.9,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:L/A:L,7.2,5.27,1.31,7.2,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:L/A:N,6.6,4.72,1.31,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:N/A:H,7.7,5.76,1.31,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:N/A:L,6.6,4.72,1.31,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:N/A:N,5.8,3.99,1.31,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C,5.8,3.99,1.31,5.1,5.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:H/A:N,6.6,4.72,1.31,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:H,7.2,5.27,1.31,7.2,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:L,5.5,3.73,1.31,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,4.4,2.73,1.31,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:N/A:L,4.4,2.73,1.31,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:N/A:N,3,1.44,1.31,3,3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:H/A:H,7.7,5.76,1.31,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:H/A:H/E:U/RL:O/RC:C,7.7,5.76,1.31,6.7,6.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:H/A:L,6.6,4.72,1.31,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:H/A:N,5.8,3.99,1.31,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:L/A:L,4.4,2.73,1.31,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:L/A:N,3,1.44,1.31,3,3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:N/A:H,5.8,3.99,1.31,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:N/A:H/E:P/RL:O/RC:C,5.8,3.99,1.31,5.2,5.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:N/I:N/A:H/E:U/RL:O/RC:C,5.8,3.99,1.31,5.1,5.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,6.6,5.87,0.71,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,6.6,5.87,0.71,6.1,6.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:F/RL:U/RC:C,6.6,5.87,0.71,6.5,6.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:H/RL:X/RC:X,6.6,5.87,0.71,6.6,6.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:P,6.6,5.87,0.71,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,6.6,5.87,0.71,5.9,5.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:P/RL:U/RC:C,6.6,5.87,0.71,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:P/RL:X/RC:C,6.6,5.87,0.71,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.6,5.87,0.71,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.6,5.87,0.71,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:L,6.2,5.45,0.71,6.2,6.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:L/E:U/RL:O/RC:C,6.2,5.45,0.71,5.4,5.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N,5.9,5.18,0.71,5.9,5.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,5.9,5.18,0.71,5.2,5.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:L/A:H,6.2,5.45,0.71,6.2,6.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:L/A:L,5.5,4.7,0.71,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:L/A:L/E:U/RL:O/RC:C,5.5,4.7,0.71,4.8,4.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:L/A:N,5,4.22,0.71,5,5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:H,5.9,5.18,0.71,5.9,5.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,4.4,3.6,0.71,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C,4.4,3.6,0.71,4,4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4.4,3.6,0.71,3.9,3.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:H/A:H,6.2,5.45,0.71,6.2,6.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:H/A:H/E:P/RL:U/RC:R,6.2,5.45,0.71,5.6,5.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:H/A:H/E:U/RL:U/RC:R,6.2,5.45,0.71,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:H/A:L,5.5,4.7,0.71,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:H,5.5,4.7,0.71,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:L,4.1,3.37,0.71,4.1,4.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:L/E:U/RL:X/RC:X,4.1,3.37,0.71,3.8,3.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:N,3.3,2.51,0.71,3.3,3.3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:N/E:P/RL:O/RC:C,3.3,2.51,0.71,3,3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C,3.3,2.51,0.71,2.9,2.9,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:N/A:L,3.3,2.51,0.71,3.3,3.3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:N/A:N,2.2,1.41,0.71,2.2,2.2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C,2.2,1.41,0.71,2,2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:H/A:H,5.9,5.18,0.71,5.9,5.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:H/A:H/E:P/RL:O/RC:C,5.9,5.18,0.71,5.3,5.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:H/A:N,4.4,3.6,0.71,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:H,5,4.22,0.71,5,5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:H/E:U/RL:O/RC:C,5,4.22,0.71,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:L,3.3,2.51,0.71,3.3,3.3,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,3.3,2.51,0.71,2.9,2.9,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:N,2.2,1.41,0.71,2.2,2.2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:N/E:U/RL:O/RC:C,2.2,1.41,0.71,2,2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H,4.4,3.6,0.71,4.4,4.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,4.4,3.6,0.71,3.9,3.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H/E:U/RL:U/RC:R,4.4,3.6,0.71,3.9,3.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:L,2.2,1.41,0.71,2.2,2.2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,2.2,1.41,0.71,2,2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:N,0,,0.71,,,None
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H,7.6,6.05,0.95,7.6,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,7.6,6.05,0.95,6.6,6.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:L,7.5,5.97,0.95,7.5,7.5,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:L/E:U/RL:U/RC:R,7.5,5.97,0.95,6.6,6.6,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:N,7.3,5.76,0.95,7.3,7.3,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:L/A:L,6.8,5.27,0.95,6.8,6.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:L/A:N,6.2,4.72,0.95,6.2,6.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:N/A:N,5.4,3.99,0.95,5.4,5.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:H/A:L,6.8,5.27,0.95,6.8,6.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:H,6.8,5.27,0.95,6.8,6.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:L,5.1,3.73,0.95,5.1,5.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:N,4,2.73,0.95,4,4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:N/E:P/RL:X/RC:C,4,2.73,0.95,3.8,3.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C,4,2.73,0.95,3.5,3.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:N/E:X/RL:X/RC:X,4,2.73,0.95,4,4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:N/A:N,2.6,1.44,0.95,2.6,2.6,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:H/A:H,7.3,5.76,0.95,7.3,7.3,High
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:H/A:N,5.4,3.99,0.95,5.4,5.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:L/A:L,4,2.73,0.95,4,4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:L/A:N,2.6,1.44,0.95,2.6,2.6,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:N/A:H,5.4,3.99,0.95,5.4,5.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:N/I:N/A:L,2.6,1.44,0.95,2.6,2.6,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,6.4,5.87,0.51,6.4,6.4,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,6.4,5.87,0.51,5.8,5.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.4,5.87,0.51,5.6,5.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.4,5.87,0.51,5.6,5.6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:L,6,5.45,0.51,6,6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.7,5.18,0.51,5.7,5.7,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:L/A:H,6,5.45,0.51,6,6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:L/A:L,5.3,4.7,0.51,5.3,5.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:L/A:N,4.8,4.22,0.51,4.8,4.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:N/A:N,4.2,3.6,0.51,4.2,4.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:H/A:H,6,5.45,0.51,6,6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:H/A:L,5.3,4.7,0.51,5.3,5.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:H/A:N,4.8,4.22,0.51,4.8,4.8,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:H,5.3,4.7,0.51,5.3,5.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L,3.9,3.37,0.51,3.9,3.9,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L/E:U/RL:X/RC:X,3.9,3.37,0.51,3.6,3.6,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L/E:X/RL:U/RC:R,3.9,3.37,0.51,3.8,3.8,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:N,3.1,2.51,0.51,3.1,3.1,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C,3.1,2.51,0.51,2.7,2.7,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:N/A:N,2,1.41,0.51,2,2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:H,5.7,5.18,0.51,5.7,5.7,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:N,4.2,3.6,0.51,4.2,4.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,4.2,3.6,0.51,3.7,3.7,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:L/A:L,3.1,2.51,0.51,3.1,3.1,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:L/A:N,2,1.41,0.51,2,2,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:H,4.2,3.6,0.51,4.2,4.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,8.5,6.05,1.78,8.5,8.6,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:P,8.5,6.05,1.78,8,8.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:P/RL:O/RC:C,8.5,6.05,1.78,7.6,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:P/RL:X/RC:R,8.5,6.05,1.78,7.7,7.8,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,8.5,6.05,1.78,7.4,7.5,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:L,8.4,5.97,1.78,8.4,8.4,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:L/E:U/RL:O/RC:C,8.4,5.97,1.78,7.3,7.3,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N,8.2,5.76,1.78,8.2,8.2,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:H,8.4,5.97,1.78,8.4,8.4,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:L,7.7,5.27,1.78,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:L/E:U/RL:O/RC:C,7.7,5.27,1.78,6.7,6.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N,7.1,4.72,1.78,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,6.3,3.99,1.78,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C,6.3,3.99,1.78,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:H,8.4,5.97,1.78,8.4,8.4,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:L,7.7,5.27,1.78,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N,7.1,4.72,1.78,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N/E:P/RL:O/RC:C,7.1,4.72,1.78,6.4,6.4,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H,7.7,5.27,1.78,7.7,7.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H/E:P,7.7,5.27,1.78,7.3,7.3,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:L,6,3.73,1.78,6,6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:L/E:U/RL:O/RC:C,6,3.73,1.78,5.2,5.2,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:N,4.9,2.73,1.78,4.9,4.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:L,4.9,2.73,1.78,4.9,4.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:N,3.5,1.44,1.78,3.5,3.5,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:H,8.2,5.76,1.78,8.2,8.2,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:L,7.1,4.72,1.78,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:N,6.3,3.99,1.78,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:N/E:H/RL:U/RC:R,6.3,3.99,1.78,6.1,6.1,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:N/E:P/RL:U/RC:C,6.3,3.99,1.78,6,6,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:L/A:L,4.9,2.73,1.78,4.9,4.9,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:L/A:N,3.5,1.44,1.78,3.5,3.5,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:H,6.3,3.99,1.78,6.3,6.3,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:H/E:U/RL:O/RC:C,6.3,3.99,1.78,5.5,5.5,Medium
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:L,3.5,1.44,1.78,3.5,3.5,Low
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,7.5,5.87,1.62,7.5,7.5,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,7.5,5.87,1.62,7,7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:U/RC:R,7.5,5.87,1.62,7,7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:H/RL:O/RC:C,7.5,5.87,1.62,7.2,7.2,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:H/RL:X/RC:X,7.5,5.87,1.62,7.5,7.5,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P,7.5,5.87,1.62,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,7.5,5.87,1.62,6.7,6.7,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:U/RC:C,7.5,5.87,1.62,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:U/RC:R,7.5,5.87,1.62,6.8,6.8,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:X/RC:C,7.5,5.87,1.62,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:X/RC:X,7.5,5.87,1.62,7.1,7.1,High
3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,7.5,5.87,1.62,6.5,6.5,High
